Province,District,Sector,Identifier,pop2012,pop2022,pop2022_urbM,pop2022_urbF,pop2022_rurM,pop2022_rurF,sector_household_size,nDwellings_urb,nDwellings_rur,Wood with mud,Sun dried bricks,All non durable wall materials,Cement blocks,Concrete,Stone,Timber,Burnt bricks,Roof Iron Sheets,Roof Tiles,Roof Concrete,Roof Grass
Southern Province,Ruhango,Ntongwe,RuhangoNtongwe,"31,745","38,100",,,"18,275","19,825",3.950563204,0,9644.194519,6.920762287,92.17652959,0,0.200601805,0,0.100300903,0,0.601805416,32.1,67.9,0,0
Southern Province,Ruhango,Ruhango,RuhangoRuhango,"65,700","75,618","9,530","10,262","26,796","29,030",3.687695465,5367.037541,15138.45179,4.208425276,92.98615848,0,0.100200602,0,0.400802407,0,2.20441324,34.4,65.5,0,0
Northern Province,Rulindo,Base,RulindoBase,"17,341","20,528","1,889","2,111","7,685","8,843",3.919595111,1020.51357,4216.762072,2.311557789,94.07035176,0,0,0,0.301507538,0,3.316582915,46.4,53.5,0,0
Northern Province,Rulindo,Burega,RulindoBurega,"12,730","13,893",,,"6,571","7,322",3.729177861,0,3725.486023,19.35499495,77.62159435,0,0.100807265,0.907265389,0.201614531,0,1.713723512,30.4,69.4,0.1,0
Northern Province,Rulindo,Bushoki,RulindoBushoki,"19,970","23,570",,,"11,102","12,468",3.939312205,0,5983.277987,1.821906694,96.35862069,0,0,0,0.303651116,0,1.315821501,43.6,56.4,0,0
Northern Province,Rulindo,Buyoga,RulindoBuyoga,"22,171","24,721",,,"11,743","12,978",3.896214511,0,6344.876528,10.54221106,86.34572864,0,0.10040201,0,0.30120603,0,2.610452261,28.4,71.5,0,0
Northern Province,Rulindo,Cyinzuzi,RulindoCyinzuzi,"13,662","15,768",,,"7,543","8,225",3.940235059,0,4001.791712,39.078,58.617,0,0.2004,0,0.2004,0,2.1042,77.8,22.1,0,0
Northern Province,Rulindo,Cyungo,RulindoCyungo,"13,489","15,350",,,"7,212","8,138",4.04376483,0,3795.967532,2.014084507,96.07183099,0,0,0,0.201408451,0,1.812676056,33.5,66.6,0,0
Northern Province,Rulindo,Kinihira,RulindoKinihira,"15,344","17,145",862,900,"7,220","8,163",3.926605505,448.7336449,3917.633178,3.089783282,94.23839009,0,0,0,0,0,2.471826625,43.84388778,56.05611222,0,0
Northern Province,Rulindo,Kisaro,RulindoKisaro,"19,868","23,113",,,"11,054","12,059",3.94988026,0,5851.569789,7.114214214,90.78138138,0,0.1002002,0.1002002,0.2004004,0,1.803603604,50.9,49,0,0
Northern Province,Rulindo,Masoro,RulindoMasoro,"20,733","27,311",,,"13,261","14,050",3.936579023,0,6937.749716,48.2447342,47.84353059,0,0.501504514,0,0.401203611,0,3.009027081,97,3,0,0
Northern Province,Rulindo,Mbogo,RulindoMbogo,"16,795","19,101",,,"9,070","10,031",3.920706656,0,4871.825841,7.615230461,91.48296593,0,0.100200401,0,0.100200401,0,0.701402806,43.14318637,56.75681363,0,0
Northern Province,Rulindo,Murambi,RulindoMurambi,"17,892","27,283","4,513","4,569","8,780","9,421",3.991070122,2275.580164,4560.431024,47.14724173,49.64974925,0,0.100100301,0,0.400401204,0,2.502507523,99.5,0.5,0,0
Northern Province,Rulindo,Ngoma,RulindoNgoma,"10,881","12,703",,,"6,061","6,642",3.911891559,0,3247.278154,55.6222668,43.87532598,0,0.100401204,0,0,0,0.502006018,93.4,6.6,0,0
Northern Province,Rulindo,Ntarabana,RulindoNtarabana,"18,065","24,748",,,"11,930","12,818",3.882343701,0,6374.50002,38.22983871,60.5641129,0,0.100604839,0,0,0,0.905443548,81.5,18.4,0,0
Northern Province,Rulindo,Rukozo,RulindoRukozo,"15,023","17,021",,,"8,045","8,976",3.9868791,0,4269.254114,2.012084592,96.37885196,0,0,0,0.301812689,0,1.207250755,36.73673674,63.26326326,0,0
Northern Province,Rulindo,Rusiga,RulindoRusiga,"10,888","13,452",,,"6,416","7,036",3.88583815,0,3461.801413,27.054,71.8434,0,0.1002,0.1002,0,0,1.1022,73.2,26.8,0,0
Northern Province,Rulindo,Shyorongi,RulindoShyorongi,"23,545","43,744","11,240","12,026","9,942","10,536",3.812407165,6102.705979,5371.409484,25.27590361,71.91596386,0,0.100301205,0,0.300903614,0,2.306927711,98.3,1.6,0,0
Northern Province,Rulindo,Tumba,RulindoTumba,"19,284","20,693",,,"9,710","10,983",3.922464455,0,5275.509884,3.121830986,95.76971831,0.100704225,0.100704225,0,0.100704225,0,0.906338028,24.52452452,75.47547548,0,0
Western Province,Rusizi,Bugarama,RusiziBugarama,"30,169","42,830","19,950","20,326","1,247","1,307",4.562062937,8828.462158,559.834451,3.441295547,85.12145749,0,1.113360324,0,0.607287449,0.101214575,9.615384615,99.9,0,0,0
Western Province,Rusizi,Butare,RusiziButare,"19,937","25,483",,,"12,243","13,240",4.641932543,0,5489.739405,22.71345382,52.16054217,0.100502008,0,0,0.904518072,5.025100402,19.19588353,99.6,0.1,0,0
Western Province,Rusizi,Bweyeye,RusiziBweyeye,"13,622","18,109",,,"9,042","9,067",4.768184342,0,3797.881689,14.62928786,83.3669007,0.100200602,0,0,0.601203611,0.200401204,1.002006018,70.27069486,29.12930514,0,0
Western Province,Rusizi,Gashonga,RusiziGashonga,"23,001","26,791","1,705","1,810","11,164","12,112",4.319172993,813.8132012,5388.994615,83.78386774,0.400400802,0,0,0,0.400400802,3.703707415,11.61162325,99.9,0,0,0
Western Province,Rusizi,Giheke,RusiziGiheke,"19,359","20,740",,,"9,739","11,001",4.412177986,0,4700.626327,57.74613065,0.100603015,0,0.100603015,0,0.905427136,34.80864322,6.438592965,100,0,0,0
Western Province,Rusizi,Gihundwe,RusiziGihundwe,"27,386","41,615","7,822","7,706","12,582","13,505",4.685254027,3314.227982,5567.894472,66.4659919,0.606072874,0,0.909109312,0,1.313157895,9.394129555,21.11153846,99.8,0,0,0
Western Province,Rusizi,Gikundamvura,RusiziGikundamvura,"18,226","21,909",,,"10,394","11,515",4.541571636,0,4824.10094,47.55600815,34.01221996,0,0,0,0.407331976,2.443991853,15.58044807,99.9,0,0,0
Western Province,Rusizi,Gitambi,RusiziGitambi,"23,468","25,119","4,132","4,525","7,734","8,728",4.611202938,1877.3843,3570.001195,51.06315789,29.17894737,0,0,0,1.114473684,0.607894737,18.13552632,99.9,0,0,0
Western Province,Rusizi,Kamembe,RusiziKamembe,"26,693","34,883","16,450","11,888","3,171","3,374",3.965305856,7146.485297,1650.566246,57.67560484,1.717137097,0.101008065,1.616129032,0.101008065,2.626209677,5.353427419,31.00947581,99.6,0,0.2,0
Western Province,Rusizi,Muganza,RusiziMuganza,"27,344","32,849","15,395","17,026",213,215,4.458446496,7271.815424,95.99756335,19.89836568,59.08283963,0,0,0,1.12247191,0.612257406,19.18406537,99.9,0.1,0,0
Western Province,Rusizi,Mururu,RusiziMururu,"24,204","29,774","2,765","2,912","11,723","12,374",4.565991406,1243.322533,5277.495698,86.17251755,0.801604814,0,0.701404213,0,0.701404213,3.607221665,7.915847543,99.9,0,0,0
Western Province,Rusizi,Nkanka,RusiziNkanka,"18,438","19,857",800,907,"8,559","9,591",4.783510125,356.8509223,3794.28485,91.89198397,0.1001002,0,0,0,0.300300601,6.306312625,1.301302605,99.9,0,0,0
Western Province,Rusizi,Nkombo,RusiziNkombo,"16,712","18,637",,,"9,028","9,609",5.464201878,0,3410.74514,87.77572718,0.100200602,0.100200602,0,0,0.300601805,9.819658977,1.803610833,99.7,0,0,0
Western Province,Rusizi,Nkungu,RusiziNkungu,"20,697","21,696",,,"10,221","11,475",4.378509392,0,4955.110988,43.14516129,7.661290323,0,0,0,2.721774194,26.51209677,19.95967742,99.6,0.3,0,0
Western Province,Rusizi,Nyakabuye,RusiziNyakabuye,"29,425","33,200","2,889","3,074","12,850","14,387",4.495529667,1326.428795,6058.68541,27.15425425,46.59309309,0,0,0,2.204404404,2.505005005,21.64324324,99.3,0.6,0,0
Western Province,Rusizi,Nyakarenzo,RusiziNyakarenzo,"15,566","18,384",741,761,"8,101","8,781",4.458030082,336.9201132,3786.874401,74.62409639,0.401204819,0,0.20060241,0,0.702108434,17.15150602,6.820481928,99.9,0.1,0,0
Western Province,Rusizi,Nzahaha,RusiziNzahaha,"27,714","30,399","2,292","2,443","12,339","13,325",4.727909147,1001.499786,5428.192294,78.35493388,12.19532045,0,0,0,0.406510682,0.10162767,8.841607325,100,0,0,0
Western Province,Rusizi,Rwimbogo,RusiziRwimbogo,"18,897","23,254","6,674","7,172","4,461","4,947",4.962171404,2790.310707,1895.944181,74.9,9.9,0,0,0,0.7,0.3,14.1,100,0,0,0
Western Province,Rutsiro,Boneza,RutsiroBoneza,"24,166","29,206",,,"15,958","13,248",4.370893617,0,6681.928813,1.71715439,97.47376387,0.101009082,0,0,0.202018163,0,0.60605449,26.12612613,73.87387387,0,0
Western Province,Rutsiro,Gihango,RutsiroGihango,"23,166","27,481","1,491","1,605","11,551","12,834",4.09905731,755.2956122,5948.92878,0.715030675,94.99693252,0,0,0,0.612883436,0,3.575153374,11.91191191,88.08808809,0,0
Western Province,Rutsiro,Kigeyo,RutsiroKigeyo,"24,486","24,308",,,"11,455","12,853",4.160417737,0,5842.682523,0.303027245,98.58486377,0.101009082,0,0,0.505045409,0,0.60605449,12.31231231,87.68768769,0,0
Western Province,Rutsiro,Kivumu,RutsiroKivumu,"32,961","35,027","4,729","5,337","11,686","13,275",4.288114804,2347.418495,5820.972884,1.507537689,97.5879397,0,0,0,0.201005025,0,0.703517588,17.6176,82.4824,0,0
Western Province,Rutsiro,Manihira,RutsiroManihira,"16,098","19,386",,,"9,235","10,151",4.120561344,0,4704.698798,0.720927835,98.25216495,0.102989691,0,0,0.411958763,0,0.411958763,10.74301508,89.15698492,0,0
Western Province,Rutsiro,Mukura,RutsiroMukura,"33,440","38,627",,,"18,167","20,460",4.220253718,0,9152.767245,1.203610833,98.49548646,0,0,0,0.100300903,0,0.200601805,9.82945892,90.17024048,0,0.1003006
Western Province,Rutsiro,Murunda,RutsiroMurunda,"18,478","23,401",,,"11,306","12,095",4.245569158,0,5511.864047,3.109327984,92.97893681,0,0.100300903,0,0.601805416,0,3.209628887,12.24899598,87.75100402,0,0
Western Province,Rutsiro,Musasa,RutsiroMusasa,"22,805","25,716",511,540,"11,810","12,855",4.026789911,261.0019453,6125.226433,1.123571429,96.21857143,0,0,0,0.510714286,0,2.247142857,11.31131131,88.68868869,0,0
Western Province,Rutsiro,Mushonyi,RutsiroMushonyi,"24,038","24,085","1,786","2,009","9,545","10,745",4.052311846,936.5024569,5007.018406,1.219512195,97.86585366,0,0,0,0.304878049,0,0.609756098,8.70870871,91.29129129,0,0
Western Province,Rutsiro,Mushubati,RutsiroMushubati,"25,822","31,539",,,"15,002","16,537",4.133001049,0,7631.016693,2.012084592,95.77522659,0,0,0,0.603625378,0,1.509063444,20.94188377,78.95791583,0,0.1002004
Western Province,Rutsiro,Nyabirasi,RutsiroNyabirasi,"28,971","33,304",,,"15,630","17,674",4.482428975,0,7429.900213,2.615678392,96.98130653,0.100603015,0,0,0.20120603,0,0.20120603,9.3,90.7,0,0
Western Province,Rutsiro,Ruhango,RutsiroRuhango,"28,589","30,452","1,207","1,391","13,107","14,747",4.291743119,605.3484395,6490.136811,0.817142857,96.72928571,0,0,0,0.204285714,0,2.349285714,13.92788365,85.97211635,0,0
Western Province,Rutsiro,Rusebeya,RutsiroRusebeya,"21,634","26,648",,,"12,322","14,326",4.106553585,0,6489.139724,0.804828974,97.98792757,0,0,0,0.60362173,0,0.60362173,11.61162325,88.28837675,0,0
Eastern Province,Rwamagana,Fumbwe,RwamaganaFumbwe,"21,682","33,074","5,877","6,847","9,801","10,549",3.938610085,3230.581278,5166.797312,53.50722892,44.28875502,0,0.200401606,0,0.100200803,0,1.703413655,99.9,0.2,0,0
Eastern Province,Rwamagana,Gahengeri,RwamaganaGahengeri,"23,517","35,732",878,895,"16,513","17,446",3.915560917,452.8086876,8672.831485,36.73673674,60.76076076,0.1001001,0.1001001,0,0.2002002,0.1001001,2.002002002,99.9,0.1,0,0
Eastern Province,Rwamagana,Gishali,RwamaganaGishali,"23,033","36,692","7,894","6,865","10,511","11,422",3.779357439,3905.161192,5803.367465,44.88986961,51.70351053,0,0.200401204,0,0.300601805,0,2.805616851,99.8998999,0.1001001,0,0
Eastern Province,Rwamagana,Karenge,RwamaganaKarenge,"22,755","28,525","4,506","4,935","9,322","9,762",3.782122905,2496.217134,5045.843427,6.733702213,88.14114688,0,0,0,0.402012072,0,4.623138833,99.6,0.4,0,0
Eastern Province,Rwamagana,Kigabiro,RwamaganaKigabiro,"32,730","47,358","16,835","17,525","6,324","6,674",3.578987671,9600.480123,3631.75322,32.86432161,55.47738693,0,0.40201005,0.100502513,1.507537689,0,9.648241206,99.7,0.2,0,0
Eastern Province,Rwamagana,Muhazi,RwamaganaMuhazi,"29,505","53,482","25,478","7,607","9,685","10,712",3.844427159,8605.963551,5305.60189,42.67068273,51.40562249,0,0.401606426,0,1.204819277,0,4.317269076,98.4984985,1.5015015,0,0
Eastern Province,Rwamagana,Munyaga,RwamaganaMunyaga,"16,207","20,812",,,"9,803","11,009",3.734290844,0,5573.213462,82.78278278,15.51551552,0,0.1001001,0,0.1001001,0,1.501501502,99.9,0.1,0,0
Eastern Province,Rwamagana,Munyiginya,RwamaganaMunyiginya,"16,980","24,197","1,654","1,912","9,843","10,788",3.853584544,925.3721981,5353.716718,50,47,0,0,0,0.2,0,2.6,99.9,0.1,0,0
Eastern Province,Rwamagana,Musha,RwamaganaMusha,"21,145","27,525",738,869,"12,471","13,447",3.971474081,404.635651,6526.040325,71.24052419,26.63951613,0,0.302721774,0,0.302721774,0,1.614516129,99.9,0,0,0
Eastern Province,Rwamagana,Muyumbu,RwamaganaMuyumbu,"24,242","56,881","18,031","19,110","9,551","10,189",3.785153129,9812.284664,5215.112659,6.014271152,86.13659531,0,0.611620795,0.101936799,0.611620795,0,6.523955148,99.3,0.6,0,0
Eastern Province,Rwamagana,Mwulire,RwamaganaMwulire,"21,829","33,936","7,804","8,514","8,538","9,080",3.898045977,4186.199982,4519.70041,30.20171544,64.24177598,0.101009082,0.202018164,0,0.707063572,0,4.64641776,99.8,0.1,0,0
Eastern Province,Rwamagana,Nyakaliro,RwamaganaNyakaliro,"20,196","37,538","7,324","7,958","10,821","11,435",3.877958045,3940.733712,5739.102833,3.417102616,92.26177062,0,0,0,0.402012072,0,3.819114688,99.5,0.5,0,0
Eastern Province,Rwamagana,Nzige,RwamaganaNzige,"15,504","19,285",,,"9,341","9,944",3.823167097,0,5044.24722,19.31601208,75.55377644,0,0,0,0.804833837,0,4.225377644,99.2,0.7,0,0
Eastern Province,Rwamagana,Rubona,RwamaganaRubona,"24,136","29,916",,,"14,251","15,665",3.8,0,7872.631579,34.83483483,63.36336336,0,0.1001001,0,0.2002002,0,1.501501502,99.5,0.4,0,0
